EID_100001, Smith, Amélie, (024) 777 439 391, amélie.smith@heig-vd.ch, FEMALE, EC, Admin
EID_102718, Durant, Dylan, (024) 777 408 132, dylan.durant@heig-vd.ch, MALE, TIC, Assistant
EID_102719, Durant, Irène, (024) 777 466 290, irène.durant@heig-vd.ch, FEMALE, TIC, Professor
EID_102720, Clément, Evelyne, (024) 777 253 189, evelyne.clément@heig-vd.ch, FEMALE, TIC, Professor
EID_102721, Marchand, Gilles, (024) 777 280 597, gilles.marchand@heig-vd.ch, MALE, TIC, Assistant
EID_102722, Bauer, Marc, (024) 777 787 317, marc.bauer@heig-vd.ch, MALE, DEPG, Professor
EID_102723, Marchand, Irène, (024) 777 107 627, irène.marchand@heig-vd.ch, FEMALE, EC, Student
EID_102724, Simpson, Frédéric, (024) 777 634 853, frédéric.simpson@heig-vd.ch, MALE, EC, Assistant
EID_102725, Jones, Amélie, (024) 777 411 628, amélie.jones@heig-vd.ch, FEMALE, COMEM, Student
EID_102726, Dupond, Faustine, (024) 777 614 699, faustine.dupond@heig-vd.ch, FEMALE, EC, Student
EID_102727, De Villiers, Gontran, (024) 777 601 140, gontran.de villiers@heig-vd.ch, MALE, TIC, Student
EID_102728, Bauer, Georgette, (024) 777 680 521, georgette.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_102729, De Decker, Bernadette, (024) 777 532 217, bernadette.de decker@heig-vd.ch, FEMALE, EC, Assistant
EID_102730, De Villiers, Charles, (024) 777 683 619, charles.de villiers@heig-vd.ch, MALE, COMEM, Professor
EID_102731, De Decker, Anne, (024) 777 837 100, anne.de decker@heig-vd.ch, FEMALE, HEG, Professor
EID_102732, De Villiers, Emilie, (024) 777 681 340, emilie.de villiers@heig-vd.ch, FEMALE, EC, Professor
EID_102733, Delon, Emil, (024) 777 190 495, emil.delon@heig-vd.ch, MALE, TIC, Admin
EID_102734, Marchand, Carine, (024) 777 576 501, carine.marchand@heig-vd.ch, FEMALE, DEPG, Admin
EID_102735, Bauer, Edgar, (024) 777 497 495, edgar.bauer@heig-vd.ch, MALE, HEG, Admin
EID_102736, Smith, Carole, (024) 777 483 409, carole.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_102737, Clément, Frédéric, (024) 777 314 345, frédéric.clément@heig-vd.ch, MALE, HEG, Professor
EID_102738, Durant, Emma, (024) 777 283 824, emma.durant@heig-vd.ch, FEMALE, EC, Student
EID_102739, Smith, Dorothé, (024) 777 446 356, dorothé.smith@heig-vd.ch, FEMALE, TIC, Student
EID_102740, Clément, Gontran, (024) 777 468 607, gontran.clément@heig-vd.ch, MALE, DEPG, Assistant
EID_102741, De Villiers, Fabrice, (024) 777 438 160, fabrice.de villiers@heig-vd.ch, MALE, HEG, Assistant
EID_102742, De Villiers, Christine, (024) 777 619 753, christine.de villiers@heig-vd.ch, FEMALE, HEG, Assistant
EID_102743, Dupond, Jimmy, (024) 777 510 215, jimmy.dupond@heig-vd.ch, MALE, COMEM, Student
EID_102744, De Decker, Albert, (024) 777 277 179, albert.de decker@heig-vd.ch, MALE, EC, Student
EID_102745, Dupond, Georgette, (024) 777 826 257, georgette.dupond@heig-vd.ch, FEMALE, EC, Professor
EID_102746, Bauer, Anne, (024) 777 547 313, anne.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_102747, Marchand, Dylan, (024) 777 503 276, dylan.marchand@heig-vd.ch, MALE, DEPG, Professor
EID_102748, Marchand, Frédéric, (024) 777 223 772, frédéric.marchand@heig-vd.ch, MALE, EC, Admin
EID_102749, Simpson, Brigitte, (024) 777 126 484, brigitte.simpson@heig-vd.ch, FEMALE, TIC, Professor
EID_102750, Jones, Jimmy, (024) 777 333 690, jimmy.jones@heig-vd.ch, MALE, EC, Student
EID_102751, De Decker, Faustine, (024) 777 328 228, faustine.de decker@heig-vd.ch, FEMALE, DEPG, Professor
EID_102752, De Villiers, Bernard, (024) 777 845 600, bernard.de villiers@heig-vd.ch, MALE, TIC, Professor
EID_102753, Marchand, Julie, (024) 777 894 393, julie.marchand@heig-vd.ch, FEMALE, HEG, Professor
EID_102754, Durant, Charles, (024) 777 284 803, charles.durant@heig-vd.ch, MALE, COMEM, Student
EID_102755, Marchand, Marc, (024) 777 633 809, marc.marchand@heig-vd.ch, MALE, EC, Admin
EID_102756, Bauer, Charles, (024) 777 852 549, charles.bauer@heig-vd.ch, MALE, TIC, Assistant
EID_102757, Bauer, Bernadette, (024) 777 329 728, bernadette.bauer@heig-vd.ch, FEMALE, DEPG, Student
EID_102758, Jones, Fabienne, (024) 777 195 699, fabienne.jones@heig-vd.ch, FEMALE, EC, Admin
EID_102759, De Decker, Georgette, (024) 777 435 133, georgette.de decker@heig-vd.ch, FEMALE, HEG, Assistant
EID_102760, Smith, Gontran, (024) 777 771 589, gontran.smith@heig-vd.ch, MALE, HEG, Student
EID_102761, Simpson, Fabien, (024) 777 604 325, fabien.simpson@heig-vd.ch, MALE, TIN, Professor
EID_102762, Jones, Anne, (024) 777 361 482, anne.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_102763, Marchand, Irène, (024) 777 292 521, irène.marchand@heig-vd.ch, FEMALE, COMEM, Student
EID_102764, De Villiers, Emil, (024) 777 149 501, emil.de villiers@heig-vd.ch, MALE, TIC, Assistant
EID_102765, Clément, Georgette, (024) 777 728 524, georgette.clément@heig-vd.ch, FEMALE, DEPG, Assistant
EID_102766, De Villiers, Frédéric, (024) 777 180 824, frédéric.de villiers@heig-vd.ch, MALE, TIC, Admin
EID_102767, Dupond, Luc, (024) 777 311 631, luc.dupond@heig-vd.ch, MALE, EC, Assistant
EID_102768, Delon, Edgar, (024) 777 586 669, edgar.delon@heig-vd.ch, MALE, DEPG, Assistant
EID_102769, Belmondo, Carole, (024) 777 256 625, carole.belmondo@heig-vd.ch, FEMALE, DEPG, Student
EID_102770, Bauer, Frédéric, (024) 777 232 603, frédéric.bauer@heig-vd.ch, MALE, TIC, Student
EID_102771, Marchand, Lucien, (024) 777 209 574, lucien.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_102772, Belmondo, Christine, (024) 777 760 868, christine.belmondo@heig-vd.ch, FEMALE, HEG, Professor
EID_102773, Smith, Lucien, (024) 777 898 886, lucien.smith@heig-vd.ch, MALE, DEPG, Professor
EID_102774, Clément, Julie, (024) 777 639 711, julie.clément@heig-vd.ch, FEMALE, TIC, Assistant
EID_102775, Durant, Emma, (024) 777 663 865, emma.durant@heig-vd.ch, FEMALE, TIN, Assistant
EID_102776, Belmondo, Luc, (024) 777 166 866, luc.belmondo@heig-vd.ch, MALE, DEPG, Student
EID_102777, De Villiers, Henri, (024) 777 583 782, henri.de villiers@heig-vd.ch, MALE, HEG, Student
EID_102778, Durant, Didier, (024) 777 538 733, didier.durant@heig-vd.ch, MALE, COMEM, Student
EID_102779, Dupond, Lucien, (024) 777 895 752, lucien.dupond@heig-vd.ch, MALE, HEG, Professor
EID_102780, Delon, Frédéric, (024) 777 349 180, frédéric.delon@heig-vd.ch, MALE, TIC, Assistant
EID_102781, Durant, Henri, (024) 777 809 104, henri.durant@heig-vd.ch, MALE, EC, Student
EID_102782, Bauer, Didier, (024) 777 531 835, didier.bauer@heig-vd.ch, MALE, TIC, Admin
EID_102783, De Decker, Gilles, (024) 777 408 755, gilles.de decker@heig-vd.ch, MALE, TIN, Assistant
EID_102784, Clément, Jimmy, (024) 777 309 387, jimmy.clément@heig-vd.ch, MALE, DEPG, Professor
EID_102785, De Villiers, Fabrice, (024) 777 806 686, fabrice.de villiers@heig-vd.ch, MALE, TIN, Assistant
EID_102786, Simpson, Evelyne, (024) 777 194 588, evelyne.simpson@heig-vd.ch, FEMALE, DEPG, Admin
EID_102787, Bauer, Fabienne, (024) 777 623 278, fabienne.bauer@heig-vd.ch, FEMALE, DEPG, Admin
EID_102788, De Villiers, Dylan, (024) 777 170 658, dylan.de villiers@heig-vd.ch, MALE, TIN, Admin
EID_102789, Durant, Fabrice, (024) 777 818 551, fabrice.durant@heig-vd.ch, MALE, COMEM, Professor
EID_102790, Belmondo, Julie, (024) 777 298 289, julie.belmondo@heig-vd.ch, FEMALE, TIC, Professor
EID_102791, Dupond, Bryan, (024) 777 114 216, bryan.dupond@heig-vd.ch, MALE, HEG, Assistant
EID_102792, Belmondo, Dylan, (024) 777 431 159, dylan.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_102793, Clément, Julie, (024) 777 882 615, julie.clément@heig-vd.ch, FEMALE, TIC, Student
EID_102794, Simpson, Danièle, (024) 777 526 229, danièle.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_102795, Simpson, Emma, (024) 777 306 649, emma.simpson@heig-vd.ch, FEMALE, DEPG, Assistant
EID_102796, Marchand, Emil, (024) 777 517 430, emil.marchand@heig-vd.ch, MALE, DEPG, Professor
EID_102797, Durant, Guillaume, (024) 777 810 244, guillaume.durant@heig-vd.ch, MALE, TIN, Admin
EID_102798, Delon, Dylan, (024) 777 861 179, dylan.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_102799, Belmondo, Edgar, (024) 777 608 137, edgar.belmondo@heig-vd.ch, MALE, DEPG, Student
EID_102800, De Villiers, Anne, (024) 777 508 755, anne.de villiers@heig-vd.ch, FEMALE, DEPG, Admin
EID_102801, De Decker, Edgar, (024) 777 895 473, edgar.de decker@heig-vd.ch, MALE, COMEM, Student
EID_102802, De Villiers, Julie, (024) 777 442 177, julie.de villiers@heig-vd.ch, FEMALE, TIN, Professor
EID_102803, Simpson, Fabrice, (024) 777 464 635, fabrice.simpson@heig-vd.ch, MALE, EC, Student
EID_102804, Bauer, Bryan, (024) 777 451 744, bryan.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_102805, De Villiers, Gontran, (024) 777 738 784, gontran.de villiers@heig-vd.ch, MALE, EC, Admin
EID_102806, Belmondo, Anne, (024) 777 828 292, anne.belmondo@heig-vd.ch, FEMALE, TIC, Admin
EID_102807, De Decker, Brigitte, (024) 777 861 614, brigitte.de decker@heig-vd.ch, FEMALE, EC, Student
EID_102808, Dupond, Edgar, (024) 777 411 414, edgar.dupond@heig-vd.ch, MALE, COMEM, Admin
EID_102809, Simpson, Brigitte, (024) 777 366 799, brigitte.simpson@heig-vd.ch, FEMALE, DEPG, Admin
EID_102810, Smith, Fabien, (024) 777 442 797, fabien.smith@heig-vd.ch, MALE, TIN, Professor
EID_102811, Dupont, Amélie, (024) 777 502 259, amélie.dupont@heig-vd.ch, FEMALE, DEPG, Student
EID_102812, Dupont, Gilles, (024) 777 266 617, gilles.dupont@heig-vd.ch, MALE, DEPG, Student
EID_102813, Dupont, Gilles, (024) 777 235 317, gilles.dupont@heig-vd.ch, MALE, EC, Professor
EID_102814, Dupont, Carole, (024) 777 585 896, carole.dupont@heig-vd.ch, FEMALE, DEPG, Student
EID_102815, Smith, Edgar, (024) 777 253 106, edgar.smith@heig-vd.ch, MALE, EC, Professor
EID_102816, Bauer, Julie, (024) 777 356 461, julie.bauer@heig-vd.ch, FEMALE, COMEM, Admin
EID_102817, Smith, Charles, (024) 777 427 283, charles.smith@heig-vd.ch, MALE, TIC, Professor
EID_102818, Dupont, Didier, (024) 777 628 523, didier.dupont@heig-vd.ch, MALE, TIC, Student
EID_102819, De Decker, Henriette, (024) 777 296 314, henriette.de decker@heig-vd.ch, FEMALE, COMEM, Admin
EID_102820, Dupond, Bryan, (024) 777 509 304, bryan.dupond@heig-vd.ch, MALE, EC, Professor
EID_102821, Marchand, Albert, (024) 777 743 346, albert.marchand@heig-vd.ch, MALE, EC, Assistant
EID_102822, Durant, Bryan, (024) 777 575 122, bryan.durant@heig-vd.ch, MALE, HEG, Assistant
EID_102823, Simpson, Emma, (024) 777 145 222, emma.simpson@heig-vd.ch, FEMALE, HEG, Admin
EID_102824, De Villiers, Dorothé, (024) 777 806 832, dorothé.de villiers@heig-vd.ch, FEMALE, DEPG, Assistant
EID_102825, Delon, Brigitte, (024) 777 827 735, brigitte.delon@heig-vd.ch, FEMALE, HEG, Admin
EID_102826, Smith, Brigitte, (024) 777 512 676, brigitte.smith@heig-vd.ch, FEMALE, HEG, Assistant
EID_102827, Simpson, Luc, (024) 777 315 225, luc.simpson@heig-vd.ch, MALE, HEG, Admin
EID_102828, Smith, Fabienne, (024) 777 406 815, fabienne.smith@heig-vd.ch, FEMALE, COMEM, Admin
EID_102829, De Decker, Anne, (024) 777 234 231, anne.de decker@heig-vd.ch, FEMALE, EC, Professor
EID_102830, Dupond, Emilie, (024) 777 434 806, emilie.dupond@heig-vd.ch, FEMALE, COMEM, Professor
EID_102831, Dupont, Emilie, (024) 777 641 196, emilie.dupont@heig-vd.ch, FEMALE, TIC, Professor
EID_102832, Simpson, Jimmy, (024) 777 370 632, jimmy.simpson@heig-vd.ch, MALE, TIC, Professor
EID_102833, De Decker, Amélie, (024) 777 721 224, amélie.de decker@heig-vd.ch, FEMALE, EC, Professor
EID_102834, Belmondo, Dorothé, (024) 777 599 833, dorothé.belmondo@heig-vd.ch, FEMALE, EC, Student
EID_102835, Dupond, Fabien, (024) 777 667 422, fabien.dupond@heig-vd.ch, MALE, DEPG, Professor
EID_102836, Dupond, Fabienne, (024) 777 304 478, fabienne.dupond@heig-vd.ch, FEMALE, TIN, Student
EID_102837, De Villiers, Lucien, (024) 777 361 613, lucien.de villiers@heig-vd.ch, MALE, DEPG, Student
EID_102838, Marchand, Lucien, (024) 777 268 833, lucien.marchand@heig-vd.ch, MALE, EC, Assistant
EID_102839, Marchand, Danièle, (024) 777 677 560, danièle.marchand@heig-vd.ch, FEMALE, TIC, Student
EID_102840, Bauer, Carole, (024) 777 812 410, carole.bauer@heig-vd.ch, FEMALE, EC, Professor
EID_102841, Jones, Faustine, (024) 777 411 140, faustine.jones@heig-vd.ch, FEMALE, COMEM, Professor
EID_102842, Durant, Bryan, (024) 777 334 114, bryan.durant@heig-vd.ch, MALE, EC, Student
EID_102843, Dupond, Gontran, (024) 777 496 422, gontran.dupond@heig-vd.ch, MALE, TIC, Student
EID_102844, Durant, Danièle, (024) 777 193 163, danièle.durant@heig-vd.ch, FEMALE, EC, Assistant
EID_102845, Jones, Gilles, (024) 777 526 386, gilles.jones@heig-vd.ch, MALE, EC, Assistant
EID_102846, De Decker, Didier, (024) 777 766 449, didier.de decker@heig-vd.ch, MALE, COMEM, Assistant
EID_102847, Bauer, Julie, (024) 777 124 478, julie.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_102848, Bauer, Lucien, (024) 777 532 678, lucien.bauer@heig-vd.ch, MALE, COMEM, Admin
EID_102849, Dupont, Brigitte, (024) 777 596 896, brigitte.dupont@heig-vd.ch, FEMALE, HEG, Admin
EID_102850, Delon, Amélie, (024) 777 802 734, amélie.delon@heig-vd.ch, FEMALE, EC, Professor
EID_102851, Jones, Fabienne, (024) 777 126 798, fabienne.jones@heig-vd.ch, FEMALE, COMEM, Student
EID_102852, Clément, Marc, (024) 777 122 172, marc.clément@heig-vd.ch, MALE, HEG, Professor
EID_102853, Durant, Guillaume, (024) 777 698 866, guillaume.durant@heig-vd.ch, MALE, TIC, Student
EID_102854, Durant, Julien, (024) 777 625 200, julien.durant@heig-vd.ch, MALE, DEPG, Professor
EID_102855, Simpson, Charles, (024) 777 431 642, charles.simpson@heig-vd.ch, MALE, TIN, Assistant
EID_102856, Dupont, Emil, (024) 777 428 179, emil.dupont@heig-vd.ch, MALE, TIC, Professor
EID_102857, De Decker, Dylan, (024) 777 680 415, dylan.de decker@heig-vd.ch, MALE, HEG, Admin
EID_102858, Jones, Bernadette, (024) 777 750 796, bernadette.jones@heig-vd.ch, FEMALE, EC, Assistant
EID_102859, Simpson, Henri, (024) 777 572 616, henri.simpson@heig-vd.ch, MALE, TIN, Admin
EID_102860, Dupond, Didier, (024) 777 541 810, didier.dupond@heig-vd.ch, MALE, TIC, Student
EID_102861, Jones, Edgar, (024) 777 659 584, edgar.jones@heig-vd.ch, MALE, HEG, Professor
EID_102862, De Decker, Aurore, (024) 777 374 163, aurore.de decker@heig-vd.ch, FEMALE, HEG, Admin
EID_102863, Dupond, Fabienne, (024) 777 501 604, fabienne.dupond@heig-vd.ch, FEMALE, EC, Professor
EID_102864, Smith, Fabienne, (024) 777 685 815, fabienne.smith@heig-vd.ch, FEMALE, TIC, Professor
EID_102865, Marchand, Luc, (024) 777 312 138, luc.marchand@heig-vd.ch, MALE, HEG, Student
EID_102866, Dupond, Frédéric, (024) 777 330 268, frédéric.dupond@heig-vd.ch, MALE, TIN, Professor
EID_102867, Dupont, Irène, (024) 777 818 532, irène.dupont@heig-vd.ch, FEMALE, TIC, Professor
EID_102868, Dupont, Frédéric, (024) 777 827 444, frédéric.dupont@heig-vd.ch, MALE, DEPG, Admin
EID_102869, Dupont, Fabien, (024) 777 325 334, fabien.dupont@heig-vd.ch, MALE, TIC, Professor
EID_102870, Smith, Lucien, (024) 777 281 112, lucien.smith@heig-vd.ch, MALE, TIN, Professor
EID_102871, Durant, Luc, (024) 777 728 433, luc.durant@heig-vd.ch, MALE, TIN, Assistant
EID_102872, Durant, Bernadette, (024) 777 831 733, bernadette.durant@heig-vd.ch, FEMALE, TIC, Student
EID_102873, Delon, Marc, (024) 777 515 273, marc.delon@heig-vd.ch, MALE, EC, Student
EID_102874, Bauer, Luc, (024) 777 742 316, luc.bauer@heig-vd.ch, MALE, DEPG, Student
EID_102875, Smith, Luc, (024) 777 684 331, luc.smith@heig-vd.ch, MALE, HEG, Student
EID_102876, Bauer, Didier, (024) 777 798 252, didier.bauer@heig-vd.ch, MALE, COMEM, Assistant
EID_102877, Clément, Emma, (024) 777 412 717, emma.clément@heig-vd.ch, FEMALE, TIC, Professor
EID_102878, Bauer, Henriette, (024) 777 227 504, henriette.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_102879, De Decker, Emma, (024) 777 292 776, emma.de decker@heig-vd.ch, FEMALE, DEPG, Professor
EID_102880, Marchand, Fabien, (024) 777 383 498, fabien.marchand@heig-vd.ch, MALE, TIC, Admin
EID_102881, Marchand, Bernard, (024) 777 144 640, bernard.marchand@heig-vd.ch, MALE, TIN, Professor
EID_102882, De Villiers, Fabienne, (024) 777 161 341, fabienne.de villiers@heig-vd.ch, FEMALE, COMEM, Student
EID_102883, Belmondo, Albert, (024) 777 474 687, albert.belmondo@heig-vd.ch, MALE, DEPG, Student
EID_102884, Marchand, Fabrice, (024) 777 670 290, fabrice.marchand@heig-vd.ch, MALE, HEG, Admin
EID_102885, Bauer, Frédéric, (024) 777 498 211, frédéric.bauer@heig-vd.ch, MALE, HEG, Student
EID_102886, De Villiers, Frédéric, (024) 777 829 315, frédéric.de villiers@heig-vd.ch, MALE, TIN, Admin
EID_102887, Dupond, Marc, (024) 777 216 418, marc.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_102888, De Decker, Faustine, (024) 777 818 242, faustine.de decker@heig-vd.ch, FEMALE, TIC, Assistant
EID_102889, Dupond, Aurore, (024) 777 468 429, aurore.dupond@heig-vd.ch, FEMALE, DEPG, Admin
EID_102890, Delon, Julie, (024) 777 133 491, julie.delon@heig-vd.ch, FEMALE, DEPG, Admin
EID_102891, Delon, Julie, (024) 777 829 737, julie.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_102892, Clément, Georgette, (024) 777 688 460, georgette.clément@heig-vd.ch, FEMALE, TIN, Admin
EID_102893, Durant, Luc, (024) 777 543 409, luc.durant@heig-vd.ch, MALE, HEG, Student
EID_102894, Bauer, Henri, (024) 777 511 810, henri.bauer@heig-vd.ch, MALE, DEPG, Professor
EID_102895, Durant, Dorothé, (024) 777 116 216, dorothé.durant@heig-vd.ch, FEMALE, DEPG, Admin
EID_102896, De Decker, Fabien, (024) 777 219 322, fabien.de decker@heig-vd.ch, MALE, DEPG, Student
EID_102897, Marchand, Edgar, (024) 777 397 816, edgar.marchand@heig-vd.ch, MALE, EC, Admin
EID_102898, Durant, Fabienne, (024) 777 827 801, fabienne.durant@heig-vd.ch, FEMALE, TIN, Admin
EID_102899, Dupont, Albert, (024) 777 792 848, albert.dupont@heig-vd.ch, MALE, DEPG, Professor
EID_102900, De Decker, Bernadette, (024) 777 259 217, bernadette.de decker@heig-vd.ch, FEMALE, HEG, Student
EID_102901, Dupont, Georgette, (024) 777 127 440, georgette.dupont@heig-vd.ch, FEMALE, TIC, Professor
EID_102902, Dupond, Fabienne, (024) 777 175 493, fabienne.dupond@heig-vd.ch, FEMALE, TIN, Student
EID_102903, De Decker, Bryan, (024) 777 728 889, bryan.de decker@heig-vd.ch, MALE, EC, Professor
EID_102904, Clément, Frédéric, (024) 777 105 563, frédéric.clément@heig-vd.ch, MALE, HEG, Assistant
EID_102905, Durant, Bernard, (024) 777 344 164, bernard.durant@heig-vd.ch, MALE, TIC, Student
EID_102906, Durant, Fabienne, (024) 777 517 316, fabienne.durant@heig-vd.ch, FEMALE, TIN, Assistant
EID_102907, Marchand, Frédéric, (024) 777 282 156, frédéric.marchand@heig-vd.ch, MALE, COMEM, Professor
EID_102908, Dupond, Carine, (024) 777 625 597, carine.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_102909, Dupond, Amélie, (024) 777 268 437, amélie.dupond@heig-vd.ch, FEMALE, HEG, Professor
EID_102910, Simpson, Cédric, (024) 777 198 297, cédric.simpson@heig-vd.ch, MALE, TIN, Assistant
EID_102911, Durant, Edgar, (024) 777 544 764, edgar.durant@heig-vd.ch, MALE, DEPG, Assistant
EID_102912, Bauer, Carine, (024) 777 208 634, carine.bauer@heig-vd.ch, FEMALE, EC, Student
EID_102913, Dupont, Emilie, (024) 777 863 551, emilie.dupont@heig-vd.ch, FEMALE, EC, Professor
EID_102914, Smith, Fabrice, (024) 777 495 568, fabrice.smith@heig-vd.ch, MALE, EC, Assistant
EID_102915, De Villiers, Dorothé, (024) 777 608 280, dorothé.de villiers@heig-vd.ch, FEMALE, TIN, Admin
EID_102916, Clément, Marc, (024) 777 111 403, marc.clément@heig-vd.ch, MALE, HEG, Student
EID_102917, Jones, Luc, (024) 777 873 455, luc.jones@heig-vd.ch, MALE, DEPG, Admin
EID_102918, Dupond, Julie, (024) 777 207 686, julie.dupond@heig-vd.ch, FEMALE, HEG, Professor
EID_102919, Belmondo, Fabrice, (024) 777 645 543, fabrice.belmondo@heig-vd.ch, MALE, DEPG, Student
EID_102920, Smith, Julie, (024) 777 302 236, julie.smith@heig-vd.ch, FEMALE, TIC, Professor
EID_102921, Belmondo, Georgette, (024) 777 829 549, georgette.belmondo@heig-vd.ch, FEMALE, DEPG, Student
EID_102922, Smith, Gilles, (024) 777 789 355, gilles.smith@heig-vd.ch, MALE, EC, Professor
EID_102923, Dupond, Irène, (024) 777 812 372, irène.dupond@heig-vd.ch, FEMALE, DEPG, Admin
EID_102924, Marchand, Carine, (024) 777 783 129, carine.marchand@heig-vd.ch, FEMALE, HEG, Professor
EID_102925, Simpson, Faustine, (024) 777 687 702, faustine.simpson@heig-vd.ch, FEMALE, COMEM, Student
EID_102926, Dupont, Aurore, (024) 777 325 505, aurore.dupont@heig-vd.ch, FEMALE, HEG, Professor
EID_102927, Clément, Edgar, (024) 777 858 788, edgar.clément@heig-vd.ch, MALE, COMEM, Student
EID_102928, De Villiers, Lucien, (024) 777 445 424, lucien.de villiers@heig-vd.ch, MALE, TIC, Assistant
EID_102929, De Decker, Bernadette, (024) 777 119 604, bernadette.de decker@heig-vd.ch, FEMALE, DEPG, Assistant
EID_102930, Marchand, Irène, (024) 777 263 191, irène.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_102931, Clément, Christine, (024) 777 660 105, christine.clément@heig-vd.ch, FEMALE, DEPG, Student
EID_102932, Dupont, Bernard, (024) 777 750 256, bernard.dupont@heig-vd.ch, MALE, TIC, Admin
EID_102933, Delon, Cédric, (024) 777 398 294, cédric.delon@heig-vd.ch, MALE, TIC, Student
